Set,Set,Set,Set,Set,Set,Set,Set,Set,Set,Set,Run #1,Run #1,Run #1,Run #1,Run #2,Run #2,Run #2,Run #2,Run #3,Run #3,Run #3,Run #3,Run #4,Run #4,Run #4,Run #4,Run #5,Run #5,Run #5,Run #5,Run #6,Run #6,Run #6,Run #6,Run #7,Run #7,Run #7,Run #7,Run #8,Run #8,Run #8,Run #8,Run #9,Run #9,Run #9,Run #9,Run #10,Run #10,Run #10,Run #10
τ (s),γ,Time of n oscillations (s),User Data 3 (units),Mass (Kg),error on mass (Kg),Diameter (cm),error on diameter (cm),volume (m^3),error on volume (m^3),Number of Oscillations,Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²)
,,,,,,,,,,,0.550,0.70,0.00,0.00,0.550,0.70,0.00,-0.09,0.550,0.70,0.01,1.73,0.550,0.71,0.01,-0.43,0.275,0.71,-0.02,2.43,0.550,0.62,0.84,-2.41,0.550,0.71,-0.19,-54.13,0.550,0.64,-1.04,0.27,0.550,0.70,-0.04,2.93,0.550,0.67,-0.12,-11.01
,,,,,,,,,,,0.560,0.70,0.00,0.00,0.560,0.70,0.00,0.43,0.560,0.70,0.03,-0.60,0.560,0.71,0.00,-0.52,0.280,0.71,0.01,4.85E-4,0.560,0.63,0.55,4.59,0.560,0.70,-1.00,-55.73,0.560,0.63,-1.13,10.22,0.560,0.70,-0.01,1.04,0.560,0.66,-0.17,6.28
,,,,,,,,,,,0.570,0.70,0.00,0.00,0.570,0.70,0.01,0.52,0.570,0.70,-0.01,-2.24,0.570,0.71,0.00,0.00,0.285,0.71,-0.02,-1.41,0.570,0.63,0.93,25.91,0.570,0.69,-1.30,-11.83,0.570,0.62,-0.83,32.24,0.570,0.70,-0.02,-0.26,0.570,0.66,0.01,8.73
,,,,,,,,,,,0.580,0.70,0.00,0.00,0.580,0.70,0.01,2.34E-15,0.580,0.70,-0.01,-1.98,0.580,0.71,0.00,0.09,0.290,0.71,-0.01,5.56,0.580,0.64,1.06,1.01,0.580,0.68,-1.24,-1.57,0.580,0.62,-0.49,5.76,0.580,0.70,-0.01,1.29,0.580,0.66,0.01,-1.33
,,,,,,,,,,,0.590,0.70,0.00,0.00,0.590,0.70,0.01,0.09,0.590,0.70,-0.05,-0.96,0.590,0.71,0.00,-0.52,0.295,0.71,0.03,-1.72,0.590,0.65,0.95,8.00,0.590,0.67,-1.34,1.61,0.590,0.61,-0.72,-4.46,0.590,0.70,0.01,1.55,0.590,0.66,-0.02,6.71
,,,,,,,,,,,0.600,0.70,0.00,0.00,0.600,0.70,0.01,-0.52,0.600,0.70,-0.03,2.41,0.600,0.71,-0.01,-0.09,0.300,0.71,-0.02,-3.84,0.600,0.66,1.22,10.15,0.600,0.65,-1.21,10.91,0.600,0.60,-0.58,22.65,0.600,0.70,0.02,-3.42E-5,0.600,0.66,0.14,10.31
,,,,,,,,,,,0.610,0.70,0.00,0.00,0.610,0.70,0.00,5.18E-5,0.610,0.70,0.00,1.04,0.610,0.71,0.00,0.61,0.305,0.71,-0.01,4.85,0.610,0.67,1.16,-12.98,0.610,0.64,-1.12,10.00,0.610,0.60,-0.26,22.18,0.610,0.70,0.01,-0.44,0.610,0.67,0.19,-5.26
,,,,,,,,,,,0.620,0.70,0.00,0.09,0.620,0.70,0.01,0.09,0.620,0.70,-0.01,-0.70,0.620,0.71,0.00,-0.43,0.310,0.71,0.02,1.41E-4,0.620,0.69,0.97,-10.94,0.620,0.63,-1.01,-4.72,0.620,0.60,-0.13,15.13,0.620,0.70,0.01,2.24,0.620,0.67,0.04,-8.47
,,,,,,,,,,,0.630,0.70,0.00,-0.52,0.630,0.70,0.00,-0.69,0.630,0.70,-0.01,2.56,0.630,0.71,-0.01,-0.52,0.315,0.71,-0.01,-1.41,0.630,0.69,0.94,-11.30,0.630,0.62,-1.21,-8.65,0.630,0.60,0.04,14.61,0.630,0.70,0.05,2.42,0.630,0.67,0.02,-1.29
,,,,,,,,,,,0.640,0.70,-0.01,-0.09,0.640,0.70,0.00,0.95,0.640,0.70,0.04,13.22,0.640,0.71,-0.01,-0.09,0.320,0.71,0.01,4.15,0.640,0.71,0.74,-44.57,0.640,0.61,-1.18,37.40,0.640,0.60,0.16,14.44,0.640,0.70,0.06,-1.46,0.640,0.67,0.01,-0.29
,,,,,,,,,,,0.650,0.70,0.00,0.52,0.650,0.70,0.02,0.69,0.650,0.70,0.25,-13.75,0.650,0.71,-0.01,0.34,0.325,0.71,0.03,2.43,0.650,0.71,0.05,-41.72,0.650,0.60,-0.46,44.33,0.650,0.60,0.33,14.67,0.650,0.71,0.02,-3.01,0.650,0.67,0.01,-6.45
,,,,,,,,,,,0.660,0.70,0.00,0.00,0.660,0.70,0.01,-0.95,0.660,0.71,-0.23,-53.49,0.660,0.71,0.00,0.95,0.330,0.71,0.03,1.41,0.660,0.71,-0.10,-1.74,0.660,0.60,-0.29,4.11,0.660,0.60,0.45,21.32,0.660,0.71,0.00,-3.10,0.660,0.67,-0.12,-8.54
,,,,,,,,,,,0.670,0.70,0.00,0.18,0.670,0.70,0.00,-0.52,0.670,0.70,-0.82,3.61,0.670,0.71,0.01,0.69,0.335,0.71,0.05,-2.03,0.670,0.71,0.01,4.33,0.670,0.59,-0.38,8.16,0.670,0.61,0.75,11.26,0.670,0.70,-0.04,-3.28,0.670,0.67,-0.16,3.80
,,,,,,,,,,,0.680,0.70,0.00,-1.04,0.680,0.70,0.00,0.09,0.680,0.69,-0.16,-4.91,0.680,0.71,0.01,-0.86,0.340,0.71,0.01,-8.29,0.680,0.71,-0.01,-1.12,0.680,0.59,-0.13,10.78,0.680,0.62,0.68,5.25,0.680,0.70,-0.07,0.42,0.680,0.67,-0.04,7.72
,,,,,,,,,,,0.690,0.70,-0.02,-0.18,0.690,0.70,0.00,-0.52,0.690,0.70,-0.92,-85.54,0.690,0.71,-0.01,-1.21,0.345,0.71,-0.03,-4.15,0.690,0.71,-0.01,0.43,0.690,0.59,-0.17,11.11,0.690,0.62,0.86,21.13,0.690,0.70,-0.03,3.36,0.690,0.67,0.00,3.00
,,,,,,,,,,,0.700,0.70,0.00,1.21,0.700,0.70,-0.01,-0.26,0.700,0.67,-1.87,8.90,0.700,0.71,-0.01,0.86,0.350,0.71,-0.03,-5.25,0.700,0.71,0.00,0.61,0.700,0.59,0.09,32.88,0.700,0.64,1.10,3.58,0.700,0.70,0.00,1.73,0.700,0.67,0.02,0.60
,,,,,,,,,,,0.710,0.70,0.00,-1.04,0.710,0.70,0.00,1.64,0.710,0.66,-0.74,66.60,0.710,0.71,0.01,1.12,0.355,0.71,-0.09,5.47,0.710,0.71,0.00,-0.43,0.710,0.59,0.49,9.19,0.710,0.64,0.93,-0.76,0.710,0.70,0.00,-0.95,0.710,0.67,0.01,-0.60
,,,,,,,,,,,0.720,0.70,-0.02,-0.44,0.720,0.70,0.02,-0.17,0.720,0.66,-0.54,-13.29,0.720,0.71,0.01,-0.43,0.360,0.71,0.03,18.08,0.720,0.71,-0.01,-0.61,0.720,0.59,0.28,-6.24,0.720,0.65,1.09,17.13,0.720,0.70,-0.02,-0.69,0.720,0.67,0.01,0.51
,,,,,,,,,,,0.730,0.70,-0.01,2.41,0.730,0.70,-0.01,-2.16,0.730,0.65,-1.00,1.24,0.730,0.71,0.00,-0.52,0.365,0.71,0.09,-10.72,0.730,0.71,-0.01,0.43,0.730,0.60,0.37,30.22,0.730,0.67,1.27,28.16,0.730,0.70,-0.01,1.04,0.730,0.67,0.02,-0.08
,,,,,,,,,,,0.740,0.70,0.03,1.30,0.740,0.70,-0.02,0.17,0.740,0.64,-0.52,15.84,0.740,0.71,0.00,0.00,0.370,0.71,-0.08,-7.67,0.740,0.71,0.00,0.52,0.740,0.60,0.88,33.03,0.740,0.68,1.65,-18.61,0.740,0.70,0.00,5.18E-5,0.740,0.67,0.01,0.26
,,,,,,,,,,,0.750,0.70,0.02,-1.38,0.750,0.70,0.00,1.90,0.750,0.64,-0.69,-13.82,0.750,0.71,0.00,0.09,0.375,0.71,0.02,11.11,0.750,0.71,0.00,-0.09,0.750,0.61,1.03,4.27,0.750,0.70,0.90,-65.55,0.750,0.70,-0.01,-0.09,0.750,0.67,0.02,0.71
,,,,,,,,,,,0.760,0.70,0.00,-1.04,0.760,0.70,0.02,1.12,0.760,0.63,-0.79,23.99,0.760,0.71,0.00,-0.43,0.380,0.71,0.03,-4.85,0.760,0.71,0.00,0.34,0.760,0.62,0.97,-1.33,0.760,0.70,0.34,-25.87,0.760,0.70,0.00,0.52,0.760,0.67,0.02,4.38
,,,,,,,,,,,0.770,0.70,0.00,0.00,0.770,0.70,0.02,-0.69,0.770,0.62,-0.21,36.97,0.770,0.71,-0.01,-0.61,0.385,0.71,-0.03,-1.41,0.770,0.71,0.01,0.68,0.770,0.63,1.00,16.45,0.770,0.71,0.38,-16.94,0.770,0.70,0.00,0.00,0.770,0.67,0.11,5.54
,,,,,,,,,,,0.780,0.70,0.00,0.00,0.780,0.70,0.00,1.04,0.780,0.62,-0.05,12.79,0.780,0.71,-0.01,0.34,0.390,0.71,0.02,5.56,0.780,0.71,0.01,1.37,0.780,0.64,1.29,13.01,0.780,0.71,0.00,-19.14,0.780,0.70,0.00,0.09,0.780,0.67,0.13,-4.65
,,,,,,,,,,,0.790,0.70,0.00,0.00,0.790,0.70,0.04,0.26,0.790,0.62,0.05,10.59,0.790,0.71,0.00,0.95,0.395,0.71,0.02,-0.31,0.790,0.71,0.03,3.88,0.790,0.66,1.26,-8.96,0.790,0.71,0.00,0.00,0.790,0.70,0.00,-0.52,0.790,0.67,0.02,-5.41
,,,,,,,,,,,0.800,0.70,0.00,0.00,0.800,0.70,0.01,-1.55,0.800,0.62,0.16,11.36,0.800,0.71,0.01,0.61,0.400,0.71,0.01,-5.87,0.800,0.71,0.09,2.26,0.800,0.67,1.12,2.05,0.800,0.71,0.00,0.00,0.800,0.70,-0.01,-0.18,0.800,0.67,0.02,-3.54
,,,,,,,,,,,0.810,0.70,0.00,0.00,0.810,0.70,0.01,0.09,0.810,0.62,0.28,12.87,0.810,0.71,0.01,-0.43,0.405,0.71,-0.03,-6.97,0.810,0.71,0.08,-3.35,0.810,0.68,1.30,5.06,0.810,0.71,0.00,0.00,0.810,0.70,0.00,1.04,0.810,0.67,-0.05,-6.85
,,,,,,,,,,,0.820,0.70,0.00,0.00,0.820,0.70,0.01,-0.34,0.820,0.63,0.42,13.09,0.820,0.71,0.00,-0.43,0.410,0.71,-0.06,4.45,0.820,0.71,0.02,-4.31,0.820,0.69,1.22,-34.82,0.820,0.71,0.00,0.00,0.820,0.70,0.01,0.09,0.820,0.67,-0.11,0.02
,,,,,,,,,,,0.830,0.70,0.00,0.00,0.830,0.70,0.00,-0.77,0.830,0.63,0.54,8.98,0.830,0.71,0.00,-0.43,0.415,0.71,0.01,10.41,0.830,0.71,-0.01,1.92,0.830,0.71,0.61,-57.73,0.830,0.71,0.00,0.00,0.830,0.70,0.00,-0.52,0.830,0.67,-0.05,5.66
,,,,,,,,,,,0.840,0.70,0.00,0.09,0.840,0.70,-0.01,-1.38,0.840,0.64,0.60,26.91,0.840,0.71,-0.01,-0.69,0.420,0.71,0.05,-1.01,0.840,0.71,0.06,-9.13,0.840,0.71,0.06,-24.79,0.840,0.71,0.00,0.00,0.840,0.70,0.00,0.00,0.840,0.67,0.00,2.91
,,,,,,,,,,,0.850,0.70,0.00,-0.52,0.850,0.70,-0.03,-0.95,0.850,0.64,1.08,22.64,0.850,0.71,-0.01,0.86,0.425,0.71,0.00,-4.85,0.850,0.71,-0.19,-66.26,0.850,0.71,0.11,1.06,0.850,0.71,0.00,-0.09,0.850,0.70,0.00,0.00,0.850,0.67,0.01,0.86
,,,,,,,,,,,0.860,0.70,-0.01,-0.18,0.860,0.70,-0.02,-0.61,0.860,0.66,1.05,-17.52,0.860,0.71,0.01,1.12,0.430,0.71,0.00,0.00,0.860,0.70,-1.26,-91.82,0.860,0.71,0.08,-5.51,0.860,0.71,0.00,0.43,0.860,0.70,0.00,0.00,0.860,0.67,0.02,0.53
,,,,,,,,,,,0.870,0.70,0.00,1.04,0.870,0.70,-0.04,0.34,0.870,0.67,0.73,-3.71,0.870,0.71,0.01,-0.52,0.435,0.71,0.00,0.71,0.870,0.68,-2.03,-63.21,0.870,0.71,0.00,-4.15,0.870,0.70,0.01,0.61,0.870,0.70,0.00,0.09,0.870,0.67,0.02,2.08
,,,,,,,,,,,0.880,0.70,0.01,0.09,0.880,0.70,-0.02,0.95,0.880,0.67,0.97,10.83,0.880,0.71,0.00,5.18E-5,0.440,0.71,0.01,-2.43,0.880,0.66,-2.53,-52.60,0.880,0.71,0.00,0.00,0.880,0.71,0.01,-0.43,0.880,0.70,0.00,-0.43,0.880,0.67,0.06,5.83
,,,,,,,,,,,0.890,0.70,0.00,-0.52,0.890,0.70,-0.02,0.34,0.890,0.68,0.94,-15.49,0.890,0.71,0.01,0.18,0.445,0.71,-0.02,-1.41,0.890,0.63,-3.08,-8.31,0.890,0.71,0.00,0.00,0.890,0.71,0.00,-0.52,0.890,0.70,-0.01,-0.61,0.890,0.67,0.13,2.97
,,,,,,,,,,,0.900,0.70,0.00,0.00,0.900,0.70,-0.01,1.04,0.900,0.69,0.66,-17.32,0.900,0.71,0.00,-1.04,0.450,0.71,-0.01,4.85,0.900,0.60,-2.69,4.35,0.900,0.71,0.00,0.71,0.900,0.71,0.00,0.00,0.900,0.70,-0.01,0.43,0.900,0.67,0.12,-4.81
,,,,,,,,,,,0.910,0.70,0.00,0.00,0.910,0.70,0.00,0.09,0.910,0.70,0.60,-16.49,0.910,0.71,-0.01,-0.09,0.455,0.71,0.02,1.41,0.910,0.58,-2.99,-26.91,0.910,0.71,0.01,-3.44,0.910,0.71,0.00,1.50,0.910,0.70,0.00,0.43,0.910,0.67,0.04,-4.80
,,,,,,,,,,,0.920,0.70,0.00,0.00,0.920,0.70,-0.01,-0.43,0.920,0.70,0.33,-30.81,0.920,0.71,0.00,0.52,0.460,0.71,0.01,-4.85,0.920,0.54,-3.23,11.34,0.920,0.71,-0.07,-4.86,0.920,0.71,0.03,-3.53,0.920,0.70,0.00,0.43,0.920,0.67,0.02,-0.63
,,,,,,,,,,,0.930,0.70,0.00,0.00,0.930,0.70,-0.01,-0.43,0.930,0.70,-0.02,-16.73,0.930,0.71,0.00,0.00,0.465,0.71,-0.02,-1.41,0.930,0.52,-2.76,26.12,0.930,0.71,-0.08,3.00,0.930,0.71,-0.07,-14.88,0.930,0.70,0.01,0.61,0.930,0.67,0.03,-7.39
,,,,,,,,,,,0.940,0.70,0.00,0.00,0.940,0.70,-0.02,-0.69,0.940,0.70,0.00,1.12,0.940,0.71,0.00,0.00,0.470,0.71,-0.01,4.85,0.940,0.49,-2.71,3.65,0.940,0.71,-0.01,6.03,0.940,0.70,-0.27,-73.32,0.940,0.70,0.01,-0.43,0.940,0.67,-0.13,-9.31
,,,,,,,,,,,0.950,0.70,0.00,0.00,0.950,0.70,-0.02,0.86,0.950,0.70,0.00,-0.52,0.950,0.71,0.00,0.00,0.475,0.71,0.02,2.12,0.950,0.46,-2.69,10.89,0.950,0.71,0.04,4.24,0.950,0.70,-1.54,-125.65,0.950,0.70,0.00,-0.52,0.950,0.67,-0.16,5.26
,,,,,,,,,,,0.960,0.70,0.00,0.00,0.960,0.70,0.00,1.04,0.960,0.70,-0.01,-0.18,0.960,0.71,0.00,0.00,0.480,0.71,0.01,8.27,0.960,0.43,-2.49,44.34,0.960,0.71,0.08,0.01,0.960,0.67,-2.78,-68.47,0.960,0.70,0.00,0.00,0.960,0.67,-0.02,8.49
,,,,,,,,,,,0.970,0.70,0.00,0.00,0.970,0.70,0.00,-0.09,0.970,0.70,0.00,1.12,0.970,0.71,0.00,0.00,0.485,0.71,0.11,-39.26,0.970,0.41,-1.80,42.96,0.970,0.71,0.04,-2.93,0.970,0.64,-2.91,-9.23,0.970,0.70,0.00,0.00,0.970,0.67,0.01,1.71
,,,,,,,,,,,0.980,0.70,0.00,0.00,0.980,0.70,0.00,0.34,0.980,0.70,0.01,-0.43,0.980,0.71,0.00,0.00,0.490,0.71,-0.38,-36.62,0.980,0.40,-1.63,-13.77,0.980,0.71,0.02,-0.95,0.980,0.61,-2.97,23.60,0.980,0.70,0.00,0.00,0.980,0.67,0.01,-0.78
,,,,,,,,,,,0.990,0.70,0.00,0.00,0.990,0.70,0.01,0.95,0.990,0.70,-0.01,-0.69,0.990,0.71,0.00,0.00,0.495,0.70,-0.26,28.27,0.990,0.38,-2.08,-13.55,0.990,0.71,0.02,-0.34,0.990,0.59,-2.43,7.13,0.990,0.70,0.00,0.09,0.990,0.67,-0.01,-2.54
,,,,,,,,,,,1.000,0.70,0.00,0.00,1.000,0.70,0.02,0.61,1.000,0.70,0.00,1.39,1.000,0.71,0.00,0.00,0.500,0.70,-0.10,-178.17,1.000,0.36,-1.90,36.34,1.000,0.71,0.01,3.94,1.000,0.57,-2.82,-41.26,1.000,0.70,0.00,-0.43,1.000,0.67,-0.04,5.41
,,,,,,,,,,,1.010,0.70,0.00,0.00,1.010,0.70,0.02,-0.34,1.010,0.70,0.02,-1.28,1.010,0.71,0.00,0.00,0.505,0.70,-2.04,-232.25,1.010,0.34,-1.35,44.76,1.010,0.71,0.10,-12.82,1.010,0.53,-3.26,-4.64,1.010,0.70,-0.01,-0.52,1.010,0.67,0.10,7.88
,,,,,,,,,,,1.020,0.70,0.00,0.00,1.020,0.70,0.01,-0.95,1.020,0.70,-0.03,-4.66,1.020,0.71,0.00,0.00,0.510,0.68,-2.42,53.21,1.020,0.33,-1.01,25.91,1.020,0.71,-0.25,-75.15,1.020,0.50,-2.92,20.35,1.020,0.70,-0.01,0.00,1.020,0.67,0.12,-16.28
,,,,,,,,,,,1.030,0.70,0.00,0.00,1.030,0.70,0.00,-0.43,1.030,0.70,-0.08,-0.88,1.030,0.71,0.00,-0.09,0.515,0.68,-1.51,23.33,1.030,0.32,-0.83,21.45,1.030,0.70,-1.41,-107.60,1.030,0.47,-2.85,10.57,1.030,0.70,-0.01,-0.09,1.030,0.67,-0.22,-21.97
,,,,,,,,,,,1.040,0.70,0.00,0.00,1.040,0.70,0.00,-0.43,1.040,0.70,-0.04,4.30,1.040,0.71,0.00,3.88,0.520,0.67,-2.18,-86.74,1.040,0.31,-0.58,33.85,1.040,0.68,-2.40,-83.36,1.040,0.44,-2.70,39.31,1.040,0.70,-0.01,0.52,1.040,0.67,-0.32,-6.29
,,,,,,,,,,,1.050,0.70,0.00,0.00,1.050,0.70,-0.01,-0.61,1.050,0.70,0.01,4.92,1.050,0.71,0.08,-15.90,0.525,0.66,-2.38,-25.02,1.050,0.31,-0.16,37.18,1.050,0.66,-3.07,-42.17,1.050,0.42,-2.07,36.41,1.050,0.70,0.00,0.09,1.050,0.66,-0.35,-4.42
,,,,,,,,,,,1.060,0.70,0.00,0.00,1.060,0.70,-0.01,0.43,1.060,0.70,0.05,1.91,1.060,0.71,-0.32,-13.08,0.530,0.65,-2.44,34.16,1.060,0.31,0.16,30.24,1.060,0.62,-3.24,-24.15,1.060,0.40,-1.98,-19.95,1.060,0.70,-0.01,-0.69,1.060,0.66,-0.41,-5.58
,,,,,,,,,,,1.070,0.70,0.00,0.00,1.070,0.70,0.00,0.52,1.070,0.70,0.05,-1.72,1.070,0.70,-0.18,-38.48,0.535,0.63,-2.03,97.03,1.070,0.31,0.45,27.87,1.070,0.59,-3.56,-5.62,1.070,0.38,-2.47,-14.48,1.070,0.70,-0.01,0.86,1.070,0.66,-0.46,-11.30
,,,,,,,,,,,1.080,0.70,0.00,0.00,1.080,0.70,0.00,0.00,1.080,0.70,0.02,-1.72,1.080,0.70,-1.09,-93.17,0.540,0.62,-1.46,-12.21,1.080,0.32,0.72,26.83,1.080,0.55,-3.35,21.10,1.080,0.35,-2.27,31.06,1.080,0.70,0.01,1.12,1.080,0.65,-0.63,-9.79
,,,,,,,,,,,1.090,0.70,0.00,0.00,1.090,0.70,0.00,0.00,1.090,0.70,0.01,-2.07,1.090,0.68,-2.05,-20.21,0.545,0.62,-2.16,-133.07,1.090,0.33,0.98,32.71,1.090,0.52,-3.13,-6.63,1.090,0.33,-1.84,41.22,1.090,0.70,0.01,-0.43,1.090,0.64,-0.66,-15.62
,,,,,,,,,,,1.100,0.70,0.00,0.00,1.100,0.70,0.00,0.00,1.100,0.70,-0.02,-0.44,1.100,0.66,-1.49,29.93,0.550,0.60,-2.80,-28.54,1.100,0.34,1.37,30.03,1.100,0.49,-3.49,-8.67,1.100,0.32,-1.44,34.35,1.100,0.70,0.00,-0.52,1.100,0.64,-0.95,-24.16
,,,,,,,,,,,1.110,0.70,0.00,0.00,1.110,0.70,0.00,0.00,1.110,0.70,0.01,2.68,1.110,0.65,-1.45,4.70,0.555,0.59,-2.44,277.94,1.110,0.35,1.58,24.15,1.110,0.45,-3.31,35.70,1.110,0.30,-1.16,24.38,1.110,0.70,0.00,0.00,1.110,0.62,-1.14,-1.33
,,,,,,,,,,,1.120,0.70,0.00,0.00,1.120,0.70,0.00,0.00,1.120,0.70,0.03,-0.17,1.120,0.63,-1.40,-0.71,0.560,0.58,-0.02,72.39,1.120,0.37,1.86,5.13,1.120,0.42,-2.77,34.92,1.120,0.29,-0.95,22.95,1.120,0.70,0.00,-0.09,1.120,0.61,-0.97,-6.67
,,,,,,,,,,,1.130,0.70,0.00,0.00,1.130,0.70,0.00,0.00,1.130,0.70,0.00,-3.83,1.130,0.62,-1.46,0.22,0.565,0.59,-1.72,-322.67,1.130,0.39,1.69,-12.58,1.130,0.40,-2.61,-15.11,1.130,0.28,-0.70,33.63,1.130,0.70,0.00,0.43,1.130,0.60,-1.27,-13.21
,,,,,,,,,,,1.140,0.70,0.00,0.00,1.140,0.70,0.00,0.00,1.140,0.70,-0.05,18.75,1.140,0.60,-1.40,6.96,0.570,0.56,-3.24,20.29,1.140,0.40,1.61,20.35,1.140,0.37,-3.07,-2.26,1.140,0.28,-0.28,46.78,1.140,0.70,0.01,0.61,1.140,0.59,-1.24,6.08
,,,,,,,,,,,1.150,0.70,0.00,0.00,1.150,0.70,0.00,0.00,1.150,0.70,0.38,-26.34,1.150,0.59,-1.32,4.10,0.575,0.56,-1.52,222.68,1.150,0.42,2.09,31.42,1.150,0.34,-2.65,26.49,1.150,0.28,0.24,32.58,1.150,0.70,0.01,-0.43,1.150,0.58,-1.15,-20.89
,,,,,,,,,,,1.160,0.70,0.00,0.18,1.160,0.70,0.00,-0.09,1.160,0.71,-0.57,-120.15,1.160,0.58,-1.31,44.35,0.580,0.55,-1.02,-5.58,1.160,0.45,2.23,12.03,1.160,0.32,-2.54,-7.63,1.160,0.28,0.37,21.36,1.160,0.70,0.00,-0.52,1.160,0.57,-1.66,-6.33
,,,,,,,,,,,1.170,0.70,0.00,-0.86,1.170,0.70,0.00,0.43,1.170,0.69,-2.03,-72.20,1.170,0.57,-0.44,69.71,0.585,0.55,-1.57,-117.89,1.170,0.47,2.33,7.79,1.170,0.29,-2.81,6.99,1.170,0.29,0.66,28.43,1.170,0.70,0.00,0.09,1.170,0.55,-1.28,15.46
,,,,,,,,,,,1.180,0.70,-0.02,-1.39,1.180,0.70,0.01,0.61,1.180,0.67,-2.02,-27.91,1.180,0.57,0.08,-38.00,0.590,0.53,-2.19,16.69,1.180,0.49,2.39,-0.08,1.180,0.26,-2.40,49.03,1.180,0.30,0.94,19.08,1.180,0.70,0.00,-0.43,1.180,0.54,-1.35,-27.33
,,,,,,,,,,,1.190,0.70,-0.02,1.81,1.190,0.70,0.01,-0.52,1.190,0.65,-2.58,-56.75,1.190,0.57,-1.20,-56.62,0.595,0.52,-1.40,79.29,1.190,0.52,2.33,-4.80,1.190,0.24,-1.83,49.25,1.190,0.30,1.05,29.93,1.190,0.70,-0.01,-0.61,1.190,0.52,-1.83,-12.91
,,,,,,,,,,,1.200,0.70,0.02,1.82,1.200,0.70,0.00,-0.09,1.200,0.62,-3.15,-23.10,1.200,0.54,-1.05,42.98,0.600,0.52,-1.40,6.64,1.200,0.54,2.29,8.84,1.200,0.22,-1.42,36.77,1.200,0.32,1.54,34.77,1.200,0.70,-0.01,0.43,1.200,0.50,-1.60,6.43
,,,,,,,,,,,1.210,0.70,0.01,-1.47,1.210,0.70,0.01,0.61,1.210,0.59,-3.05,33.97,1.210,0.55,-0.34,41.03,0.605,0.51,-1.34,15.14,1.210,0.56,2.51,9.46,1.210,0.21,-1.09,40.95,1.210,0.34,1.74,25.48,1.210,0.70,0.00,0.52,1.210,0.49,-1.70,-4.21
,,,,,,,,,,,1.220,0.70,-0.01,-0.52,1.220,0.70,0.01,-0.43,1.220,0.56,-2.47,28.24,1.220,0.54,-0.23,15.94,0.610,0.50,-1.25,21.33,1.220,0.59,2.48,-8.07,1.220,0.20,-0.60,45.03,1.220,0.35,2.05,23.90,1.220,0.70,0.00,-0.09,1.220,0.47,-1.69,8.87
,,,,,,,,,,,1.230,0.70,0.00,0.26,1.230,0.70,0.00,-0.52,1.230,0.54,-2.48,-19.75,1.230,0.54,-0.02,19.55,0.615,0.50,-1.12,3.57,1.230,0.61,2.35,-14.97,1.230,0.20,-0.19,35.94,1.230,0.38,2.22,-8.66,1.230,0.70,0.00,0.43,1.230,0.45,-1.52,11.42
,,,,,,,,,,,1.240,0.70,-0.01,-1.55,1.240,0.70,0.00,0.09,1.240,0.51,-2.87,-8.12,1.240,0.54,0.16,12.04,0.620,0.49,-1.21,-6.74,1.240,0.64,2.18,-23.09,1.240,0.20,0.12,24.35,1.240,0.40,1.87,-4.82,1.240,0.70,0.01,0.61,1.240,0.44,-1.46,5.47
,,,,,,,,,,,1.250,0.70,-0.03,-0.18,1.250,0.70,0.00,-0.52,1.250,0.48,-2.64,21.51,1.250,0.54,0.22,32.67,0.625,0.48,-1.19,40.72,1.250,0.66,1.89,-12.51,1.250,0.20,0.30,25.71,1.250,0.41,2.12,34.36,1.250,0.70,0.01,-0.52,1.250,0.42,-1.41,18.22
,,,,,,,,,,,1.260,0.70,-0.01,1.04,1.260,0.70,-0.01,-0.18,1.260,0.46,-2.44,15.56,1.260,0.54,0.81,53.64,0.630,0.48,-0.81,44.12,1.260,0.67,1.93,-10.66,1.260,0.20,0.63,40.20,1.260,0.44,2.56,21.78,1.260,0.70,0.00,-0.09,1.260,0.41,-1.10,32.55
,,,,,,,,,,,1.270,0.70,-0.01,2.78E-13,1.270,0.70,0.00,1.12,1.270,0.43,-2.33,38.30,1.270,0.56,1.30,-34.05,0.635,0.48,-0.75,3.03,1.270,0.69,1.67,-67.07,1.270,0.21,1.10,46.51,1.270,0.46,2.56,-1.40,1.270,0.70,0.01,0.61,1.270,0.40,-0.76,13.84
,,,,,,,,,,,1.280,0.70,-0.01,2.78E-13,1.280,0.70,0.01,-0.34,1.280,0.41,-1.67,48.01,1.280,0.57,0.13,-43.35,0.640,0.47,-0.78,27.44,1.280,0.71,0.59,-85.05,1.280,0.23,1.56,45.05,1.280,0.49,2.53,-10.19,1.280,0.70,0.01,-0.43,1.280,0.40,-0.82,-12.08
